-10	0.288607	0.288607	0	0.880155	0.526446	-0.221068	2.90911	-0.560744	-0.743518	10.3986	-4.60973	-0.246278	40.1511	3.15861	1.96513
-9.8	0.433741	0.433741	0	1.32248	0.789553	-0.329044	4.37056	-0.846845	-1.10881	15.6209	-6.90618	-0.379382	60.3075	4.78275	2.82267
