-10	0.369328	0.369328	0	1.12925	0.680715	-0.0111703	3.75402	-0.600997	-0.0914084	13.504	-4.91903	-2.50995	52.2878	6.81547	-15.1627
-9.8	0.555095	0.555095	0	1.69728	1.02014	-0.0158314	5.64266	-0.916695	-0.133163	20.2993	-7.3795	-3.75739	78.6057	10.3577	-22.7274
