-10	0.858036	0	0.0346269	0	0.0346269	0	0	0	0.10575	0	0.0634563	0	-0.0121504	0	0.350658	0	-0.0614363	0	-0.0437232	0	1.25791	0	-0.500915	0	-0.144993	0	4.86467	0	0.527481	0	-0.69582
-9.8	1.28362	0	0.0630512	0	0.0630512	0	0	0	0.192537	0	0.115201	0	-0.0218057	0	0.63842	0	-0.113189	0	-0.0786394	0	2.29017	0	-0.909457	0	-0.263642	0	8.85655	0	0.97185	0	-1.27238
