0	-0.0408782	-2.41492	0.331897	1
1	-2.88495	4.41576	2.49769	1
2	-6.00982	0.330278	-3.80906	0
3	0.852173	2.34714	0.958852	1
4	-10.3572	-3.2499	3.6892	0
5	-4.09392	-7.31434	-1.54314	0
6	-5.00584	2.25229	-3.90529	0
7	-0.853762	3.76633	1.57122	1
8	-11.2693	-1.28584	0.646911	0
9	-12.5079	0.162355	0.215579	0
10	-10.4796	2.31866	6.15482	0
11	-7.26526	-2.18483	1.65203	0
12	-0.886988	-3.65206	3.57134	1
13	-7.82689	-0.8828	-4.3429	0
14	-7.74512	4.79551	-0.429884	0
15	-1.08266	0.48477	0.85557	1
16	-7.65969	3.66778	-2.22559	0
17	-4.91313	-3.24563	-4.48189	0
18	-6.68894	2.02675	-2.99074	0
19	-0.169002	5.64972	1.60985	1
20	-6.6777	1.46696	-2.33631	0
21	-2.29267	0.717274	-6.42571	1
22	-2.2738	1.77518	0.454689	1
23	-10.3792	0.942714	1.88079	0
24	-11.9322	0.215145	1.18137	0
25	-7.63543	-4.6316	0.553819	0
26	-1.23765	0.532381	-0.444344	1
27	-6.07464	2.36087	-0.455548	0
28	-9.72847	-4.50686	3.46603	0
29	-8.08636	-2.4977	-0.499091	0
30	-6.37783	-1.96079	2.55017	0
31	-4.92263	-3.48707	-3.59515	0
32	-5.19286	0.100909	-0.302695	0
33	-5.38752	5.22734	2.72622	0
34	-8.13699	-1.00313	-4.29569	0
35	-2.84307	-2.5581	5.95735	1
36	-0.460048	-4.92107	2.87175	1
37	-8.94301	-2.63634	-3.98551	0
38	-4.07298	2.53821	-0.594384	0
39	-2.18281	1.11067	-5.82886	1
40	-5.27291	-0.162588	-1.55346	0
41	-7.8825	1.98837	-3.80227	0
42	-6.69586	-6.09218	-0.911925	0
43	-9.65554	1.69844	0.582215	0
44	-0.633327	2.44648	1.53171	1
45	-5.46981	-5.30812	5.25373	0
46	-4.99475	4.95016	-0.300633	0
47	-10.6932	0.41317	0.656167	0
48	-4.93629	1.67567	-1.85525	0
49	-11.075	-4.39128	-2.51202	0
50	0.871901	3.22724	3.91213	1
51	-4.21575	-5.43528	-3.89681	0
52	-3.22235	-1.03666	6.84694	1
53	-6.51301	4.7423	-1.17585	0
54	-3.10997	3.54712	0.0581505	1
55	-7.70603	-1.24069	4.38148	0
56	-1.50245	3.0088	-0.324968	1
57	-1.94142	1.41697	-4.60445	1
58	-2.06432	-1.2341	5.28162	1
59	-1.9258	-3.35122	-3.95237	0
60	-7.12674	-0.642255	3.7576	0
61	-4.95414	-1.95734	0.498228	0
62	-7.14958	1.92959	1.71131	0
63	-8.59845	-2.09635	-4.34956	0
64	-2.97013	3.47477	4.76106	1
65	-2.8765	-0.799501	3.39289	0
66	-2.08406	-6.1049	-1.11496	0
67	-4.27946	0.643033	1.45513	0
68	-1.46934	0.310401	-3.77746	1
69	-2.11073	-2.59622	-1.74313	1
70	-3.46503	-2.14102	2.24043	1
71	-6.79006	-2.32624	-4.95848	0
72	-9.19519	-5.98062	0.247395	0
73	-0.150687	0.633451	-3.44465	1
74	-8.34122	-1.18367	2.61218	0
75	-5.13102	3.32527	1.69553	0
76	-6.24822	3.49249	2.02265	0
77	-10.0776	-0.986872	0.887438	0
78	-3.67378	-4.65565	-3.70595	0
79	-0.961424	4.00896	-1.49865	1
80	-3.28561	0.720882	-5.0122	0
81	-1.47733	1.64407	-5.12676	1
82	-6.82375	-3.49569	-0.465182	0
83	-2.54524	0.58948	-1.93008	1
84	-5.62224	-0.495276	-5.2002	0
85	-4.95513	0.263221	0.577507	0
86	-8.04333	-0.76045	2.58046	0
87	-3.36286	1.48763	-1.08934	1
