N_part_1	69
N_part_2	50
N_coll_1	180
N_coll_2	180
bx	10.0569
by	0
E_g	119931
E_q	1361.34
E_tot	121292
dEg_deta	188.716
dEq_deta	95.7819
dE_deta	284.498
Int(egtau)2/3	327.051
Int(eqtau)2/3	217.351
Int(egtau+eqtau)2/3	437.615
N_u	103.196
N_d	120.968
N_s	0
dNu_deta(eta=0)	0.472976
dNd_deta(eta=0)	0.571159
dNs_deta(eta=0)	0
Q	28.4746
B	74.7214
dQ_deta(eta=0)	0.124931
dB_deta(eta=0)	0.348045
x_cm_global	-0.341527
y_cm_global	0.769798
x_cm_mid	-0.275347
y_cm_mid	0.641027
